index;lat;lon;grad;dist;label
0;46.825929;9.352385;-16.21461140670208;95.5927935071777;
0;46.825394;9.353455;-12.919133877846853;60.375564443798794;
0;46.825269;9.354162;-9.157419821089695;51.324500698065094;
0;46.82493;9.354633;-1.7520903027045662;85.61202568637964;
0;46.824402;9.355351;-7.595703401619394;50.028283084222494;
0;46.824134;9.355742;0.2620878482730772;76.31029111722091;
0;46.823602;9.355478;0.7257710676834203;82.670696961668;
0;46.824249;9.355658;7.468206412754166;52.22137397460756;
0;46.824523;9.355056;2.1949600841979344;63.78248106099636;
0;46.825026;9.354589;8.833791326085667;55.468822152619396;
0;46.825276;9.35407;14.844458636477196;55.91312019695033;
0;46.825448;9.353326;14.52764032394686;101.1864258214664;
